"pos_0","pos_1","node","station","inflow_1","inflow_2","inflow_3","inflow_4","inflow_5","inflow_6","inflow_7","inflow_8","inflow_9","inflow_10","inflow_11","inflow_12","inflow_13","inflow_14","inflow_15","inflow_16","inflow_17","inflow_18","inflow_19","inflow_20",
322869,6394565,999,"MDÖ",0,0,0,-160333,-10,0,-11432700,-7270961,-1433267,0,102729,0,-87586,0,0,0,0,-82426,0,-74513,
328447,6394317,1000,"MYK",0,0,0,0,-1,0,0,-410374,-1079288,0,0,97374,-41728,0,0,0,0,38822,0,0,
339267,6397358,1001,"HÄY",0,0,0,-135875,45,8630319,0,0,0,0,15067,0,41812,0,0,0,0,0,87133944,0,
348110,6398661,1002,"HÅS",-15972833,0,0,0,0,0,1270059,3362578,144098,0,73568,0,96644,0,0,-708450,0,0,0,0,
350843,6392987,1003,"RD",-69338689,0,0,0,65,0,0,0,570364,839021,-468526,104928,84844,0,0,-200104,0,69353,0,0,
355055,6394294,1004,"BOY",-14324109,0,0,0,0,-4583259,0,0,-78047,731923,52432,-1686937,-73886,0,0,0,0,0,0,0,
357876,6395340,1005,"RÖ",141198057,0,1259361,0,-12,-20137400,0,0,0,0,-85427,96288,0,-1886322,0,-916276,0,0,0,0,
368475,6398515,1006,"SAE",0,0,0,-392,0,0,0,0,-224072,0,101179,0,10039,-32360,0,0,0,0,0,0,
332472,6469210,1007,"RYR",0,0,-8579436,0,-17,0,0,-2987586,0,0,-208557,0,0,0,0,0,0,0,0,0,
319985,6472264,1008,"UV",0,0,0,0,-105,9948357,0,0,0,0,531744,-127985,44312,0,0,0,0,0,2465630,0,
343207,6473870,1009,"VG",0,0,0,-41315,-14,273559,141499,0,0,-113708,0,192077,0,0,0,0,0,0,0,1152,
347369,6471725,1010,"VAG",0,0,0,13253,0,0,0,0,0,0,0,0,0,-171056,0,0,0,-13454,0,847,
364503,6468292,1011,"GOP",0,0,0,-37133,0,0,-51841,0,0,0,0,0,-4089,0,0,0,0,16754,-737642,3297,
377394,6464758,1012,"HÅP",0,0,0,0,0,370732,-82332,0,0,0,0,58981,1992,0,0,442181,0,-15012,0,1625,
379809,6459592,1013,"VAA",0,0,0,0,6,219174,-27598,0,0,-5792016,0,0,-6530,0,0,0,0,0,0,-1029,
382272,6449271,1014,"VED",0,0,0,0,0,0,0,0,0,0,0,0,0,-168012,0,0,0,-17043,-303349,680,
384899,6428860,1015,"LJU",0,0,0,0,0,0,0,0,0,0,0,-60717,0,0,0,0,0,0,0,0,
383342,6423803,1016,"TOP",0,0,0,0,0,0,0,0,0,0,0,-131413,0,0,0,0,0,0,-246750,0,
382826,6419982,1017,"MOY",0,0,-2650503,0,0,0,0,0,0,0,0,48568,0,0,0,0,0,0,0,0,
382286,6417409,1018,"BOA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
381736,6411237,1019,"FRA",0,0,1113273,0,0,0,0,0,0,0,0,99617,0,0,0,0,0,0,0,0,
379942,6405683,1020,"FFL",0,0,0,0,0,0,0,0,0,0,0,84700,0,0,0,0,0,0,-357549,0,
378002,6402754,1021,"NOSK",0,0,0,0,0,0,0,0,0,0,0,-276408,0,0,0,0,0,0,0,0,
377497,6400963,1022,"KNL",0,0,1189752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376764,6399456,1023,"BS",0,0,0,201,-1,0,1831050,6093889,702054,0,-416373,4315614,0,-3919998,0,-1574860,0,0,0,0,
371326,6389481,1024,"VFO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
367762,6381627,1025,"FRL",0,0,0,0,0,0,0,0,0,0,0,4204670,0,0,0,0,0,0,0,0,
362043,6376013,1026,"KIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
360272,6374815,1027,"ASB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
359101,6374196,1028,"SEE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
355956,6371922,1029,"BGM",0,0,0,0,0,0,0,0,0,0,0,5684058,0,0,0,0,0,0,0,0,
351335,6367730,1030,"BJO",0,0,126324298,0,0,0,0,0,0,0,0,1888207,0,0,0,0,0,0,0,0,
348250,6359575,1031,"HRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
340925,6351474,1032,"JÄY",0,0,0,0,0,0,0,0,0,0,0,1445351,0,0,0,0,0,0,0,0,
339402,6350213,1033,"VDI",0,0,0,0,0,0,0,0,-1580564,0,0,-12540083,0,0,0,-4600622,0,178465,0,61101,
338237,6346233,1034,"DRE",0,0,0,906991,-77,0,0,0,1580564,0,0,-3028225,-196115,0,0,4600622,0,-178465,0,-61101,
336796,6339912,1035,"TOF",0,0,-262266804,-906991,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
401560,6603119,1036,"TGS",-12717911,0,0,0,-47,6045152,0,0,0,0,-306309,0,0,-3177081,0,0,0,0,0,0,
400594,6605708,1037,"TLT",-33353017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7766553,0,0,0,21456,
397621,6611211,1038,"FRÅ",0,0,0,0,0,0,0,0,0,0,430569,0,0,-2028125,0,-3723781,0,0,0,-76301,
396677,6615090,1039,"BÄB",0,0,0,0,-27,0,0,0,0,0,-124260,0,0,5205206,0,1769383,0,0,0,14374,
395812,6622546,1040,"VÄT",14377203,0,0,0,32,0,0,0,0,0,0,0,0,0,0,9720951,0,0,-15786257,0,
394571,6627698,1041,"ÖJR",49823609,0,0,0,-23,-2019302,0,0,0,0,0,0,0,0,0,0,0,0,0,21738,
394989,6630060,1042,"RTS",-18129884,0,0,455708,65,0,0,0,0,0,0,0,0,-4188564,0,0,0,0,15941024,18733,
395770,6633471,1043,"KNS",0,0,0,0,0,-1382442,0,0,0,0,0,0,0,2094282,0,0,0,0,0,-30700,
396262,6634543,1044,"SUN",0,0,0,-455708,0,0,0,0,0,0,0,0,0,2094282,0,0,0,0,-15941024,30700,
397857,6639284,1045,"IMR",0,0,0,0,0,-963946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
397687,6641827,1046,"EBK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15786257,0,
396356,6648359,1047,"IBE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1259571,0,0,0,0,
396189,6654649,1048,"LYV",0,0,0,0,0,2138174,0,0,0,0,0,0,0,0,0,1029519,0,0,0,0,
394016,6659863,1049,"BDB",0,0,0,0,0,-1970440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
391035,6667492,1050,"OL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
389068,6668289,1051,"TOY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
350775,6518520,1052,"SKRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
351282,6521237,1053,"ÅB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
350634,6523407,1054,"HVR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
350601,6524109,1055,"RÅN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
350027,6526609,1056,"BUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
349375,6531548,1057,"TSL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
344921,6534651,1058,"DLD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
343465,6536160,1059,"LGB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
341903,6537821,1060,"FLGD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
341933,6541296,1061,"BFO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
331772,6435323,1062,"LÖÖ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
330763,6446993,1063,"LET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
419114,6439790,1064,"VF",1887323,0,0,0,-192,-41780217,-310957,0,-127055,25293961,100805,-4651411,0,44223,0,0,0,0,4967143,57,
427437,6428069,1065,"SM",1898437,0,0,0,0,41077086,0,29845,0,-14685067,230875,0,25738,0,0,-1264830,0,1864,236570,1959,
433724,6419799,1066,"MU",0,0,26717263,0,191,4564785,0,15049,-25540,0,0,-769925,-31251,-29056,0,0,0,-951,225615,387,
443967,6419884,1067,"BGD",1971800,0,0,0,-2,-3845247,-140356,8811,0,0,20499,0,0,149048,0,0,0,-5236,7200700,178,
445298,6418662,1068,"HO",2906297,0,-8353231,0,-1,-167615,-466345,-29229,56480,0,0,2398167,0,0,0,178772,0,0,-23356272,1139,
448271,6413497,1069,"BRY",2210671,0,-16682388,0,0,1696857,0,-603454,150953,0,-1157159,0,3783,93667,0,662690,0,1225,16484375,0,
450323,6405020,1070,"JÖ",1407979,0,0,0,-2,0,-38123,33504570,248825,0,408790,3374630,-1851,-15443,0,865544,0,783,-181862661,-305945,
456278,6404718,1071,"HKA",0,0,-37349031,0,1,-1399296,-410717,-19133107,184907,0,0,0,10329,-13819,0,-1400112,0,1252,0,126800,
459870,6396091,1072,"TH",0,0,0,3416,0,0,591001,4391270,43981,-84068795,882826,976730,0,0,0,668536,0,0,34651336,0,
468654,6395194,1073,"FM",1509599,0,-144507158,0,0,-1233898,0,0,-284273,0,50464,931340,-484,0,0,0,0,0,-2866598,52,
470397,6396213,1074,"KRÖB",2240790,0,13921923,0,0,0,47100,-10837039,182730,0,-1080987,0,14450,0,0,0,0,0,-9320080,0,
474176,6394542,1075,"ÄNG",1836553,0,0,0,2,0,-72576,0,42324,0,-845403,123745,-5061,-21609,0,1355615,0,-4112,157011,0,
450807,6402743,1076,"JÖGB",0,0,0,2037547,0,0,0,5152875,0,73558595,335075,0,0,0,0,0,0,0,0,0,
441733,6338545,1077,"V",0,0,0,0,23,1156778,-1198507,-4432060,107043,-930651,46557,3222102,0,596259,0,0,0,101605,0,41414,
443411,6336955,1078,"RÖP",2871751,0,1617295,-136623,40,0,5975954,-4175226,41794,-809678,165286,-1911573,53,-6019375,0,0,0,118605,-788005,0,
449655,6330620,1079,"BOR",0,0,2847959,0,-56,0,0,1575367,251216,0,0,-541970,0,2437526,0,0,0,0,0,0,
458158,6316083,1080,"RYM",3523252,0,0,0,-15,-975069,0,-2907329,-670006,0,39221,2811062,0,0,0,4026637,0,-309985,0,0,
385085,6391514,1081,"APD",0,0,0,1110511,-2,0,0,0,-500371,0,101221,-694933,33367,-4232305,0,-1024920,0,0,0,0,
390005,6389001,1082,"HIL",0,0,-1472123,0,0,0,1822660,-6358376,847825,0,99167,0,-287955,0,0,-2416570,0,0,0,0,
401424,6378024,1083,"LME",-41763898,0,0,0,-36,0,4254621,10967477,226912,-6822,-50788,-1793586,0,2703847,0,0,0,-44776,20176712,0,
412680,6372024,1084,"GRM",-374168,0,-4215620,-128836,31,0,-1910596,0,0,795196,145348,300700,0,2082611,0,1061627,0,-24281,-21537028,0,
415715,6367583,1085,"HET",4586,0,0,1065,0,4768445,-7019288,0,0,-697665,62663,0,0,2038848,0,0,0,0,0,0,
423897,6358003,1086,"GNÖ",-358190,0,0,-335,0,8909726,3533606,0,606330,0,0,0,-36922,3025806,0,-1284972,0,-45421,78621747,0,
432756,6352846,1087,"HTO",0,0,0,0,-3,0,-9699030,10606628,224286,0,0,0,117618,2923738,0,5632956,0,112705,-20098450,33099,
447836,6399532,1088,"HVS",0,0,325265027,-9061060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
447307,6396139,1089,"NHR",0,0,-524533608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-305204,
445550,6393304,1090,"TAG",128401624,0,0,2492983,0,0,28547349,0,0,0,0,0,0,0,0,0,0,0,0,305204,
444563,6390570,1091,"MÅP",-128401624,0,199268581,4530530,0,0,-28547349,0,0,0,0,0,0,0,0,0,0,0,0,0,
446576,6385580,1092,"EKY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
447694,6382023,1093,"BTG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
448737,6377405,1094,"BYM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
475772,6386018,1095,"FDL",0,0,0,0,0,0,0,0,0,4999145,0,0,0,1061227,0,0,0,0,0,0,
473265,6383320,1096,"SOE",0,0,0,0,0,0,0,0,0,4847282,0,0,0,0,0,0,0,0,0,0,
467732,6381857,1097,"MBÄ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
456551,6374851,1098,"HOKÖ",0,0,0,0,0,0,0,0,0,-4923717,0,0,0,1012722,0,0,0,0,0,0,
456113,6375574,1099,"HOK",0,0,0,0,0,0,0,0,0,0,0,0,0,-2073949,0,0,0,0,0,0,
448782,6373168,1100,"VGD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
445434,6368241,1101,"BMO",0,0,0,0,0,0,0,0,1973778,0,0,3892077,0,0,0,0,0,0,-39620408,0,
445400,6365443,1102,"SYD",-32100406,0,0,0,0,0,0,0,-1973778,0,0,-3892077,0,0,0,-2790525,0,0,39620408,0,
445683,6356882,1103,"KVH",32100406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5745167,0,0,0,0,
442923,6346622,1104,"HRL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2954642,0,0,0,0,
429415,6336165,1105,"FOD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
423681,6337744,1106,"BDY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
414965,6337846,1107,"RFT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
405376,6337277,1108,"FÅL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
404136,6336471,1109,"SDR",0,0,26083944,0,0,0,0,1865642,1187351,0,-103287,0,0,3131257,0,0,0,0,0,0,
400527,6332500,1110,"SPH",0,0,0,0,0,0,0,0,-1187351,0,0,0,0,3131257,0,0,0,134067,0,0,
394862,6327263,1111,"LRD",0,0,0,0,0,0,0,-2196278,0,0,0,0,0,-1959095,0,0,0,0,11249236,0,
385094,6321786,1112,"KID",0,0,0,0,0,0,0,0,0,-6156797,-155727,0,0,0,0,0,0,0,0,0,
384653,6319603,1113,"BÖG",0,0,0,0,0,0,0,1844746,-1187351,14866173,0,0,0,-788689,0,0,0,0,-23834152,0,
383213,6314309,1114,"TOU",0,0,52800994,0,0,49260412,0,-14793365,0,-6019229,190995,0,0,-2338968,0,-13779422,0,0,0,0,
376174,6297681,1115,"OM",0,0,0,0,0,0,0,14793365,1187351,-2690147,68019,0,0,-1175762,0,0,0,-134067,12584916,0,
387324,6314869,1116,"RYK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
392867,6318569,1117,"HYB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
396513,6341297,1118,"SMU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
441040,6333993,1119,"HES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
422085,6268030,1120,"SBU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
414442,6260834,1121,"TIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
507738,6464651,1122,"MY",-38814120,0,0,1413257,68,0,-7820301,3053971,1598864,0,0,4045006,665507,8530637,0,0,0,-64279,-21103500,0,
505626,6457138,1123,"LKN",0,0,177657452,-810733,0,0,-4100209,0,0,60198410,-215201,0,-102976,18550320,0,0,0,-103591,59100707,0,
503153,6450190,1124,"BX",19456815,0,177912491,-1731921,-91,0,0,22541878,0,45152929,246253,-6159419,0,0,0,0,0,-165569,71823276,-9261,
498721,6444939,1125,"SMN",0,0,0,1513244,0,-14117366,0,2933793,0,0,-420292,1382197,166407,0,0,-8242096,0,-103523,0,-47873,
498531,6432951,1126,"TNS",18379512,0,286523425,1649345,-41,0,-9322875,0,-2411199,-57318464,-238154,0,0,0,0,0,0,-119327,0,0,
492021,6428562,1127,"GP",0,0,85806938,1328700,49,0,0,0,773277,0,161598,0,424997,-4145664,0,0,0,-86423,-73290780,63751,
489454,6421754,1128,"FRD",31152971,0,-205555421,889920,80,0,-11228009,0,-2333788,0,270904,7511517,0,0,0,-4600603,0,-72463,0,160552,
488357,6415038,1129,"RAS",15130122,0,0,-1354237,19,0,0,9554327,868958,0,0,2648064,0,-5641395,0,-24395766,0,155357,-43109121,-29218,
488831,6410627,1130,"ANY",0,0,0,209216,0,25498491,0,-4569965,1198494,9582516,0,-5837204,142886,-7139362,0,0,0,-139353,-102160824,-37748,
488152,6405097,1131,"FLS",32301474,0,0,0,0,0,15248338,0,-679495,-90472960,-587698,0,109673,0,0,0,0,-76411,34602385,49610,
481693,6396204,1132,"VIM",-59916229,0,-359097376,-1940977,-75,0,-3596027,4965959,0,0,266722,-5230564,96504,5232322,0,0,0,-59155,0,-27437,
481325,6393216,1133,"GMP",-16822837,0,0,1766316,0,0,-3176046,0,-1387582,0,0,5596306,974184,4420470,0,0,0,344497,59921787,40203,
481879,6379414,1134,"GT",55724762,0,0,0,0,0,37586027,11734822,0,-39581167,-213301,2986088,-72314,-7965034,0,-11561330,0,-27204,0,0,
481711,6373766,1135,"BDF",43811595,0,0,-761017,-118,-8583587,-6418420,-11097076,0,0,207535,3127759,0,5192365,0,0,0,0,30896470,0,
481366,6370538,1136,"UTP",-30156132,0,0,0,210,0,0,3374490,-644850,-74858168,149203,-3841644,-335391,-2846922,0,0,0,178434,51293447,46091,
479904,6362288,1137,"SÄ",-42682589,0,168764760,1017777,75,41281257,0,8392403,0,25277933,352931,-6384660,96809,0,0,-16876445,0,-135980,-26237593,0,
479775,6361765,1138,"AHM",0,0,0,-3328202,6,-29084693,0,0,0,0,0,-5550172,-201035,3426650,0,17496682,0,-171859,0,51634,
475414,6351951,1139,"SY",0,0,97834944,653976,145,-36559186,0,12623565,3772277,57067539,0,4559716,140204,8332593,0,-21031562,0,-292278,-24641034,0,
474817,6343087,1140,"RK",55613700,0,49620760,1564434,-55,15724979,-6509878,-6252526,-2139559,12799278,-679731,4147906,266738,8185019,0,-8409239,0,0,-57780324,0,
474943,6336592,1141,"LH",29424290,0,-221334751,0,0,0,0,0,-1754944,14830845,0,0,0,6221231,0,0,0,0,21177035,0,
475126,6334142,1142,"GRD",-23801576,0,0,0,0,0,-6637472,0,2514357,0,267165,3698999,291929,0,0,-15104580,0,86571,-16910237,-139394,
475762,6325262,1143,"LNS",-21377042,0,0,1279015,0,0,-3885553,0,1939202,38278322,93031,3056191,167320,0,0,-12545296,0,0,61173603,-323129,
474281,6317813,1144,"MO",29010741,0,117555799,-1310953,52,0,-3086678,3256391,2428346,0,111004,3539719,-1227088,0,0,12347640,0,0,0,-72245,
474408,6311060,1145,"GÅP",41954264,0,-240020138,-1679768,0,-44582606,-2648385,0,0,0,0,3186109,388834,-7434046,0,0,0,0,0,0,
472966,6306122,1146,"AV",-94226730,0,69270348,1171494,0,-42873433,-9795420,-6828405,0,0,0,-5966691,163602,0,0,-13980506,0,415671,-54074113,36562,
469763,6299853,1147,"BLD",0,0,0,511924,0,0,37459533,0,-1352276,0,364586,0,0,0,0,0,0,209648,0,0,
466797,6293992,1148,"VS",0,0,183751352,0,62,0,26093708,3822583,-4499814,15384564,815638,1070960,335192,11563180,0,-6302155,0,0,0,55129,
459575,6285062,1149,"ERA",0,0,-138510200,-3103496,0,44877883,0,0,1362909,0,0,-4241038,-697567,0,0,-7335850,0,-338232,-122513337,-244911,
452225,6277147,1150,"DIÖ",0,0,131546350,0,-88,69431833,-7118661,-5559877,2129013,14448539,372554,0,-238609,4246812,0,-11654335,0,0,-98396123,-182113,
451500,6275500,1151,"DIS",35896107,0,0,0,335,-47236893,-3498928,0,-9172553,-37426333,352416,-2043569,0,0,0,0,0,-153843,16559745,-212884,
446929,6267626,1152,"ÄH",-117709076,0,-155792012,188952,-540,-35181196,-13139679,-29938367,2865831,178088717,147343,-15312403,0,3144379,0,-12326933,0,523932,-56188594,200930,
444465,6259294,1153,"KR",0,0,0,-916052,103,31687738,-4330925,-7054290,1298703,61494191,392310,2811095,575186,0,0,19749573,0,323873,19189769,0,
443473,6257393,1154,"TUN",-44471274,0,-177628498,487418,13,-32868659,-2568836,0,1455166,0,0,3166932,0,0,0,-12604899,0,191612,0,0,
437982,6248958,1155,"O",-44392763,0,0,0,134,-35183790,-6148774,0,4363698,37807397,-530184,-12101898,0,3796613,0,0,0,-146434,0,-90453,
434063,6238707,1156,"HV",-134702248,0,0,-915018,0,0,0,19075613,-3595912,0,622025,0,0,-11330121,0,0,0,263886,75551799,-19525,
428706,6230693,1157,"MUD",114425300,0,-133651316,0,34,0,-3661222,9146577,2969404,0,-271000,1088237,0,8053716,0,0,0,0,27655150,0,
481781,6389937,1158,"N",57976002,0,645514018,466731,136,0,-7366517,-49443713,0,-195211193,1617239,0,0,0,0,23078846,0,0,202607524,245713,
478436,6303056,1159,"GM",0,0,0,-252254,0,11727844,0,-2168409,0,0,0,0,0,0,0,-2895026,0,28578,0,5231,
483966,6304473,1160,"RÄP",0,0,-75274553,0,0,0,1177400,0,-245583,0,151372,0,0,0,0,-881423,0,0,19964972,-55165,
488135,6303674,1161,"VÖ",0,0,0,0,0,0,0,694098,186705,0,0,-1451245,15902,0,0,0,0,-112303,2011974,10706,
498990,6297438,1162,"ÅRD",0,0,0,-218257,0,-2857058,2395398,1573239,0,0,0,0,32863,0,0,0,0,0,0,0,
508528,6293598,1163,"HVP",-769427,0,0,-318487,0,3276853,8600602,0,0,0,-161868,89045,0,0,0,4914811,0,54776,-19964972,-10109,
515810,6289650,1164,"LO",0,0,0,0,0,3650095,-4115798,2168409,139255,0,0,0,0,900972,0,-1422564,0,0,0,4088,
532818,6276305,1165,"EM",0,0,15063153,0,0,10349501,0,-1649578,0,0,0,0,49448,1864554,0,0,0,0,0,7674,
535828,6266114,1166,"VFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
533449,6253207,1167,"HMÖ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
536765,6240771,1168,"SPJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
536343,6224827,1169,"CK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
555597,6289081,1170,"NYB",0,0,0,-168844,-23,0,1739192,0,191479,0,0,42520,0,0,0,0,0,0,-14395285,0,
558152,6288570,1171,"FRE",1630099,0,87275508,0,0,-4859962,0,-920630,0,0,0,0,18921,0,0,0,0,0,13929050,19162,
581579,6281078,1172,"KAS",0,0,0,-2813884,-39,0,20314296,-2923337,0,0,-151372,1368309,315220,0,0,-453988,0,0,0,9176,
583383,6280513,1173,"KAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
489460,6382247,1174,"SNÖ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76301,
494643,6375393,1175,"BJY",0,0,0,0,0,0,-4347838,0,0,0,0,0,0,0,0,-1836390,0,0,0,0,
498519,6373549,1176,"TJ",0,0,0,0,0,0,7136838,0,0,0,0,0,0,0,0,0,0,222864,0,0,
501134,6371989,1177,"ESN",32100406,0,0,0,-97,0,0,0,0,0,-430569,0,0,0,0,-2251650,0,0,0,-76301,
504902,6364804,1178,"VTA",-32100406,0,0,0,0,0,-2789000,0,0,0,0,0,0,0,0,-1657127,0,-222864,0,0,
507418,6350990,1179,"KBA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
511147,6343967,1180,"MIP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
515116,6338801,1181,"ÖBL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
521036,6336126,1182,"ÅA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
489943,6391498,1183,"ORY",-6395003,0,0,18019,24,0,84816,930821,0,74059,0,443348,0,2478258,0,0,0,0,0,0,
498534,6391276,1184,"EK",0,0,0,0,22,0,0,0,0,87976,-130893,0,0,-1069920,0,0,0,-60333,7893129,0,
507688,6389138,1185,"HUL",0,0,0,0,97,-4091663,0,1175855,-3613,0,0,0,0,-15028,0,0,0,0,-11446965,0,
516428,6388847,1186,"BZ",3142695,0,0,0,-10,4091663,0,1512043,3000,0,0,396660,0,0,0,0,0,733,-4060763,0,
520542,6387450,1187,"HVD",0,0,-86734964,-15972,-9,0,0,0,-15408,107064,0,-777791,0,0,0,0,0,0,-11242533,0,
524904,6388094,1188,"IGT",0,0,-12421456,0,29,0,0,831538,-5507,0,-75681,1537235,0,0,0,0,0,0,0,0,
528363,6386249,1189,"VLN",22483085,0,0,0,-45,0,-27460,-1712995,-4107,0,422160,-1562593,0,2625283,0,0,0,0,0,0,
534966,6386111,1190,"MND",0,0,0,9872,-80,0,0,0,3413,0,0,691360,87495,0,0,0,0,-1077,0,0,
543090,6379090,1191,"LÖN",0,0,-14731740,6243,-29,0,0,0,3952,0,0,0,0,0,0,-31835,0,-73098,-8605090,0,
544462,6378040,1192,"SIC",0,0,0,0,21,0,0,0,2480,0,0,0,0,-1256895,0,0,0,0,-5567166,0,
545451,6377329,1193,"SID",-31809365,0,-25521373,0,-8,0,0,-1903039,0,0,0,0,0,0,0,5632956,0,0,0,0,
550050,6373464,1194,"HUD",-31764486,0,-24969891,3915,-12,0,0,46352,0,0,0,0,0,-1045852,0,0,0,729,0,0,
550787,6371794,1195,"HF",0,0,-46868476,0,0,-20538543,0,-961972,2514,0,-86203,823474,-241902,0,0,0,0,366,38846572,0,
549581,6361068,1196,"MÅA",0,0,0,-28272,0,6498812,0,0,-6055,58837,0,0,-2111,0,0,0,0,0,0,0,
552728,6353608,1197,"MÖA",0,0,-48457705,2779,0,0,0,1022597,0,0,0,0,61958,-37631,0,0,0,0,-5817184,0,
562413,6341963,1198,"BG",41090766,0,0,0,0,14039731,0,745691,5557,0,-129383,-1551693,0,-779941,0,0,0,-90093,0,0,
587914,6347593,1199,"OH",0,0,0,0,0,0,0,0,0,0,0,0,90669,-972049,0,-5632956,0,222864,0,0,
542970,6455193,1200,"BSP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
540196,6453424,1201,"BRK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
542044,6448574,1202,"GÄD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
542776,6445287,1203,"OPH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
540813,6444606,1204,"RFB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
540141,6443977,1205,"RF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
537497,6427175,1206,"KISA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
536718,6421246,1207,"KPKV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
536129,6417092,1208,"VRN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
